CustomerID,TotalPurchase,PurchaseFrequency,Quantity,InvoiceYear,InvoiceMonth,InvoiceDay,InvoiceDayOfWeek,InvoiceDayOfYear,Cluster,PC1,PC2
15544.0,3542.51,261,3105,2010,12,2,3,336,3,2.753417346636738,-0.6684362538902969
15545.0,292.71999999999997,81,163,2010,12,3,4,337,3,2.2199553140435975,-1.525291057398822
15547.0,4954.84,702,4032,2010,12,12,6,346,3,3.1527267608978398,0.2369783991593647
15549.0,1655.76,116,688,2011,1,27,3,27,0,-2.0249028837626413,1.1680132445671165
15550.0,575.63,61,295,2011,2,11,4,42,0,-1.5339191568371198,0.673516743063334
15551.0,436.06,29,218,2011,11,3,3,307,1,0.7863797322116974,-0.9622069712466835
15552.0,90.12,17,60,2011,5,6,4,126,0,-0.7802698813223747,0.006919117203207489
15553.0,437.23,56,451,2011,10,10,0,283,1,0.40405636636239667,-0.6193654152027888
15554.0,217.2,14,74,2011,3,7,0,66,0,-1.3180997965702737,0.4368428881191124
15555.0,4758.2,925,4410,2010,12,5,6,339,3,3.578778837268377,0.5787932228773538
15556.0,279.77,31,236,2011,11,15,1,319,1,0.4951609831016809,-0.8554512894775911
15557.0,473.65000000000003,20,219,2011,11,11,4,315,1,0.6023398025649248,-0.9437307116481348
15561.0,722.74,31,256,2011,5,8,6,128,0,-0.7589901661217846,0.06806682314094709
15562.0,134.55,1,39,2010,12,23,3,357,3,1.6523996021484029,-1.5351492112063536
15563.0,1319.69,117,1460,2010,12,16,3,350,3,2.080399012366035,-1.149847326856598
15565.0,173.16,8,60,2011,9,30,4,273,1,-0.35517286825235944,-0.541999553853476
15567.0,186.01,7,223,2011,11,21,0,325,1,0.3196531890131721,-0.845323503468876
15568.0,758.29,53,461,2011,9,27,1,270,1,-0.2097649697587896,-0.3464847773693974
15569.0,1375.71,31,666,2011,1,11,1,11,0,-1.7806049839035425,0.9518420271966784
15570.0,4109.97,330,2058,2010,12,5,6,339,3,2.735517499461475,-0.6825140289858522
15571.0,650.4300000000001,57,264,2011,9,22,3,265,1,-0.09360731160923624,-0.43906911378997865
15572.0,2552.86,215,1229,2011,3,6,6,65,0,-0.8631102471394922,0.9246042513375019
15573.0,607.45,104,363,2011,9,15,3,258,1,0.1236414610418367,-0.3988272067492752
15574.0,702.25,168,349,2010,12,2,3,336,3,2.3601765996519197,-1.3256494423897927
15576.0,940.6700000000001,45,404,2011,11,2,2,306,1,0.8510779309781241,-0.8688827149583414
15577.0,258.88,39,89,2011,2,7,0,38,0,-1.5217817766724417,0.6451335834323505
15578.0,127.1,13,52,2011,6,30,3,181,1,-1.093425883032518,-0.003994986207675248
15579.0,348.6,51,120,2011,1,30,6,30,0,-2.2308266328516253,0.8735646177030124
15581.0,3429.9700000000003,151,286,2010,12,8,2,342,3,2.295274184704137,-1.1238710447697997
15582.0,682.9100000000001,44,453,2011,5,3,1,123,0,-0.6551578430605004,0.17345886676287867
15584.0,722.61,125,312,2011,6,30,3,181,1,-0.9290053428016449,0.24335186036291084
15585.0,455.3,31,320,2011,6,16,3,167,0,-0.7233773426933807,-0.008498076686272674
15587.0,913.6800000000001,9,312,2010,12,23,3,357,3,1.7087250909058034,-1.4390858209857704
15589.0,456.58,30,242,2011,2,2,2,33,0,-1.3853990947376413,0.5930227577106536
15590.0,-30.19,1,-1,2011,2,23,2,54,0,-1.9319457787967365,0.6155531291385057
15592.0,388.58,24,354,2011,10,24,0,297,1,0.04026761699969909,-0.5986125696529261
15593.0,199.8,5,60,2011,9,30,4,273,1,-0.35751309144505244,-0.5449973451303104
15594.0,1767.53,104,982,2011,4,19,1,109,0,-1.1200921953613754,0.6702250381815932
15596.0,1343.34,84,548,2010,12,9,3,343,3,2.1439695396868834,-1.3502300570393653
15597.0,315.71999999999997,23,276,2011,11,4,4,308,1,0.7634599115162926,-0.9857705227969369
15598.0,235.68,16,156,2011,10,17,0,290,1,0.17240825527166379,-0.68756657811145
15599.0,761.74,52,718,2011,5,19,3,139,0,-0.9766900047729817,0.2826223796047824
15601.0,6745.36,414,4978,2010,12,2,3,336,3,3.1685722120113966,0.004688575252136189
15602.0,1083.63,54,1001,2010,12,6,0,340,3,2.177494282494369,-1.3233920808190098
15603.0,48.480000000000004,2,96,2011,9,22,3,265,1,-0.18866557659910888,-0.5856934227629512
15604.0,216.39,17,159,2011,10,18,1,291,1,0.15743962996319089,-0.6997810988779978
15605.0,1198.23,67,441,2010,12,1,2,335,3,2.2879685675720567,-1.42943071346809
15606.0,2422.64,91,720,2011,1,19,2,19,0,-1.8462944039653169,1.15261819353094
15607.0,104.76,13,202,2011,1,7,4,7,0,-1.7659697718451486,0.7034511086164851
15608.0,1093.68,60,714,2011,8,11,3,223,1,-0.038503819728088896,-0.2474313315588681
15609.0,270.03000000000003,18,145,2011,6,8,2,159,0,-0.5809428976300881,-0.09195531148081965
15610.0,112.46000000000001,6,66,2011,10,19,2,292,1,0.11955101219575921,-0.7478372952964414
15611.0,1568.39,45,498,2011,1,9,6,9,0,-1.6867473593037179,0.859730083162818
15612.0,195.15,6,52,2011,10,9,6,282,1,0.379382658639893,-0.8815692506552293
15615.0,10360.04,429,5493,2010,12,15,2,349,3,3.051081820237362,0.42638627711119004
15618.0,747.031,49,428,2011,7,26,1,207,1,-0.6861624976778822,-0.01833736747305918
15619.0,336.40000000000003,3,136,2011,11,29,1,333,1,0.13958940392110292,-0.8217504571434951
15620.0,1524.4,104,899,2010,12,16,3,350,3,2.036405273352694,-1.2225040143629906
15621.0,1158.77,18,463,2011,11,18,4,322,1,0.4821277391784783,-0.830100115000917
15622.0,3224.53,214,1552,2011,3,2,2,61,0,-0.7553122896922589,1.0566457609656152
15623.0,301.03,19,125,2011,7,21,3,202,1,-0.6276326014646765,-0.19956856064438447
15624.0,588.13,34,357,2011,3,28,0,87,0,-1.7429075247049342,0.6552167456622761
15625.0,1504.56,68,1166,2011,4,18,0,108,0,-1.142329239184206,0.6301410964926608
15626.0,675.8,49,766,2011,1,14,4,14,0,-1.8269126369229869,0.9072074949360619
15628.0,2865.64,157,1882,2010,12,8,2,342,3,2.3865934445457966,-0.9651132441465454
15630.0,1180.4,61,799,2011,5,19,3,139,0,-0.9455437957194868,0.33401938484643584
15632.0,3147.31,177,2049,2011,3,10,3,69,0,-0.9419655342202534,1.0810994980183397
15634.0,243.55,15,99,2011,11,22,1,326,1,0.3069491081282462,-0.8562035989560144
15636.0,724.76,25,284,2011,3,2,2,61,0,-1.1440002306902635,0.44358149804861424
15637.0,223.36,15,128,2011,10,18,1,291,1,0.15341744831910317,-0.7061153812313853
15638.0,-94.0,2,-52,2011,2,11,4,42,0,-1.647852196904397,0.4951581872406519
15639.0,425.32,25,323,2011,7,28,3,209,1,-0.7630774864025012,-0.11567637785133501
15640.0,12433.34,495,6572,2010,12,2,3,336,3,3.5784802608138224,0.6951952931872769
15641.0,1887.2,119,1562,2010,12,15,2,349,3,2.1262943831007304,-1.0843873080358593
15643.0,647.4,36,242,2011,3,2,2,61,0,-1.1374409328015682,0.45100727436575383
15644.0,813.0,238,557,2011,3,23,2,82,0,-1.3650875658634745,0.9481892993954018
15645.0,612.01,52,256,2011,11,21,0,325,1,0.3879983782089993,-0.7419591065032947
15646.0,425.14000000000004,36,388,2010,12,2,3,336,3,2.2052827389398955,-1.5487361348762325
15648.0,599.9,28,213,2011,3,17,3,76,0,-1.4854944181516563,0.5049679891161802
15649.0,816.0,2,192,2010,12,7,1,341,3,2.040280003741169,-1.5309626753235057
15651.0,646.3,32,479,2011,3,24,3,83,0,-1.621586742605868,0.5884899128755108
15652.0,337.74,21,208,2011,9,9,4,252,1,0.15512897239279186,-0.6222913560012
15653.0,877.4399999999999,6,1200,2011,8,16,1,228,1,-0.20338644186839477,-0.2217772604651514
15654.0,922.53,21,475,2011,11,13,6,317,1,0.6062053300088788,-0.9083257326079776
15655.0,511.32,37,319,2011,4,10,6,100,0,-1.0438666271849921,0.2530628230073883
15656.0,748.5,47,343,2011,2,28,0,59,0,-1.9574176912576864,0.8489284020522762
15657.0,30.0,1,24,2011,11,17,3,321,1,0.4071702567320085,-0.9700581022229798
15658.0,958.9,56,232,2010,12,2,3,336,3,2.237293059312575,-1.4999885409125615
15659.0,306.45,11,111,2011,10,27,3,300,1,-0.040090790270535,-0.6916841543432217
15660.0,1552.01,94,1037,2010,12,9,3,343,3,2.195393692897731,-1.2634368983664763
15661.0,309.8,5,236,2011,1,5,2,5,0,-1.7338028179794882,0.7340362404677185
15663.0,138.14,9,106,2011,8,25,3,237,1,-0.4914645208417309,-0.37644167935472794
15664.0,358.63,19,141,2010,12,15,2,349,3,1.863140166729889,-1.5100284274673295
15665.0,2242.01,116,1666,2011,4,10,6,100,0,-0.8014140420894855,0.650104293679849
15667.0,301.32,13,240,2011,10,31,0,304,1,-0.1427680716875614,-0.5921192209433707
15668.0,76.32000000000001,1,72,2011,5,6,4,126,0,-0.7978181836875536,-0.01796442791788943
15669.0,677.69,35,339,2011,3,21,0,80,0,-1.5796814733046651,0.6175896563667473
15670.0,173.05,12,91,2011,2,16,2,47,0,-1.7460070101394682,0.6141505368762173
15671.0,2635.4900000000002,81,1681,2011,3,14,0,73,0,-1.2058454808077856,0.9336897471913586
15673.0,2881.02,155,1514,2011,1,16,6,16,0,-1.607374937163419,1.2826585414930867
15674.0,1744.02,135,1075,2011,3,30,2,89,0,-1.570398127605986,0.9499113305951705
15675.0,323.69,21,527,2011,3,4,4,63,0,-1.1785362093549765,0.4133882471666544
15676.0,3324.09,216,2231,2011,3,1,1,60,0,-0.6887460389624377,1.158625561224855
15677.0,657.23,33,319,2011,10,21,4,294,1,0.15579016824217315,-0.6652149637710303
15678.0,352.7,12,184,2011,10,18,1,291,1,0.1586544550047273,-0.695783922968262
15679.0,781.28,110,1170,2011,6,10,4,161,0,-0.42234384186942614,0.18175881028099936
15680.0,1333.68,78,952,2010,12,8,2,342,3,2.179274724184757,-1.3002917446346858
15681.0,946.36,67,556,2011,3,4,4,63,0,-1.1019449838643156,0.5308634894215635
15683.0,193.75,10,131,2011,8,14,6,226,1,-0.2133943885510904,-0.49294211595127496
15687.0,2981.5,168,1308,2011,1,13,3,13,0,-1.5561079652000247,1.324468095669109
15689.0,254.1,9,84,2010,12,13,0,347,3,1.8753993081063658,-1.5137010171698193
15690.0,239.76,19,408,2011,8,31,2,243,1,-0.6008514530189286,-0.26267246146532786
15691.0,136.8,2,72,2011,4,1,4,91,0,-0.9222795486967983,0.12667575687884478
15692.0,191.04,12,138,2011,11,11,4,315,1,0.5774248670551025,-0.9845540774454979
15694.0,6423.6,79,1665,2010,12,2,3,336,3,2.5635076972604534,-0.935030008636531
15695.0,409.98,22,212,2011,3,18,4,77,0,-1.5149447246372971,0.46991255616579813
15696.0,2644.46,177,1022,2011,1,17,0,17,0,-1.6909971823025152,1.3647069154386726
15699.0,309.65,18,113,2011,11,22,1,326,1,0.3137061301362288,-0.8454430426250555
15700.0,664.03,89,328,2011,6,19,6,170,1,-0.6970479163502602,0.059577860785131775
15701.0,1542.14,237,923,2011,8,21,6,233,1,-0.017187860319349907,0.09171972901463596
15703.0,211.5,5,66,2011,3,20,6,79,0,-1.5821456290510234,0.387024068086524
15704.0,2293.62,117,1028,2011,5,8,6,128,0,-0.5528889888390417,0.39845239075700795
15705.0,143.1,6,62,2011,5,22,6,142,0,-1.1413862189506225,0.053506322997100765
15706.0,1001.8100000000001,59,305,2011,8,15,0,227,1,-0.18347073441070577,-0.22122993486144546
15707.0,945.58,214,605,2011,9,14,2,257,1,0.2905153324821144,-0.16088216497966124
15708.0,3329.7200000000003,297,1258,2010,12,5,6,339,3,2.6163427468616822,-0.8798888489090223
15709.0,133.25,6,121,2011,3,1,1,60,0,-1.182671351896066,0.3682001266352199
15712.0,1072.3600000000001,53,486,2011,2,25,4,56,0,-1.8313542454389118,0.8020183270517658
15713.0,346.75,20,149,2010,12,8,2,342,3,2.024275341032543,-1.551318253936067
15714.0,330.88,35,187,2011,9,23,4,266,1,-0.15079952554350284,-0.5169445506758475
15716.0,1118.81,118,744,2010,12,5,6,339,3,2.299672245862315,-1.369892098603028
15717.0,150.3,7,70,2011,4,19,1,109,0,-1.3494775695304846,0.30297096180450533
15719.0,5043.96,938,2724,2011,1,6,3,6,0,-0.3668370980266734,2.8043184948786193
15720.0,598.73,128,281,2011,11,15,1,319,1,0.6182079402411361,-0.6752892095047621
15721.0,507.08,91,409,2011,11,28,0,332,1,0.2777115911424843,-0.6261342522784675
15722.0,2181.21,72,1021,2011,2,22,1,53,0,-1.686325739346065,1.0065583345472426
15723.0,203.1,41,87,2010,12,10,4,344,3,2.0070431903803914,-1.5605035387469397
15724.0,212.3,12,72,2011,2,28,0,59,0,-2.0345532991153727,0.7263280454936003
15725.0,415.25,32,221,2011,11,24,3,328,1,0.30932630099381037,-0.829395857725243
15727.0,5178.96,302,3065,2010,12,15,2,349,3,2.5536739729697815,-0.401053655242195
15728.0,-134.8,4,-34,2011,10,21,4,294,1,0.070277606751745,-0.8047838840467626
15729.0,62.0,6,24,2011,5,11,2,131,0,-0.924795235993147,0.052188546008211274
15730.0,1108.38,73,683,2011,5,17,1,137,0,-0.9114656251972899,0.360488878916323
15732.0,294.12,14,215,2010,12,2,3,336,3,2.164370209641395,-1.6124996468027282
15733.0,162.3,10,62,2011,3,2,2,61,0,-1.1965919437037733,0.35669084087392455
15734.0,1339.45,26,346,2011,5,23,0,143,0,-1.121869951092111,0.3177344035408755
15737.0,1121.21,81,584,2011,4,11,0,101,0,-1.0209311218501202,0.514389106116231
15738.0,4788.77,176,2967,2010,12,2,3,336,3,2.6964427551338663,-0.7370347580799055
15739.0,449.12,8,472,2011,10,4,1,277,1,0.4968020736342803,-0.7481511844291402
15740.0,154.88,9,152,2011,10,21,4,294,1,0.09908076286163016,-0.7559798785278053
15743.0,784.46,88,216,2011,6,8,2,159,0,-0.47889926424976087,0.06133935708056732
15744.0,34.8,3,120,2011,9,23,4,266,1,-0.20203029041621118,-0.5950830821830027
15745.0,1071.24,65,412,2011,4,17,6,107,0,-1.1453812020649425,0.3883520478329838
15746.0,182.96,29,130,2011,7,28,3,209,1,-0.7805384428328375,-0.1478993562376034
15747.0,974.04,93,480,2011,6,20,0,171,0,-0.7374498250344952,0.22445143399316436
15748.0,149.31,21,51,2011,10,30,6,303,1,-0.0855086368646227,-0.7318484083149915
15749.0,21535.9,15,9014,2011,1,11,1,11,0,-0.4864395684180576,3.233915631725604
15750.0,2451.23,295,1779,2010,12,8,2,342,3,2.517916821053306,-0.7856740527482278
15752.0,2628.93,412,1973,2010,12,2,3,336,3,2.8121962680753927,-0.6216150352128762
15753.0,79.2,1,144,2011,2,8,1,39,0,-1.5827829044800388,0.5665506632434898
15754.0,455.67,29,197,2011,4,7,3,97,0,-1.0162960638997767,0.2610713252796913
15755.0,2318.88,149,1397,2011,2,18,4,49,0,-1.4571553469803387,1.1000539120384858
15756.0,532.96,192,242,2011,4,4,0,94,0,-0.7821416133508058,0.5685673085167922
15757.0,714.42,45,491,2011,5,6,4,126,0,-0.6970065159456674,0.1429373490545439
15758.0,205.25,9,47,2011,11,15,1,319,1,0.4553123070075522,-0.9173522016488628
15759.0,253.04,7,60,2010,12,16,3,350,3,1.824870982887077,-1.558377751488991
15762.0,583.75,37,251,2011,9,23,4,266,1,-0.13481522679809974,-0.4895880167651139
15763.0,1048.67,63,268,2011,9,23,4,266,1,-0.08723483179499632,-0.41565439495132267
15764.0,3245.47,188,2036,2011,3,8,1,67,0,-0.8957686546478525,1.129263067385023
15766.0,315.06,11,170,2011,10,6,3,279,1,0.4439583756262527,-0.8132976500907323
15768.0,581.8299999999999,28,243,2011,4,28,3,118,0,-1.4894257265588768,0.4022733768486936
15769.0,51823.72,147,27660,2010,12,3,4,337,3,6.055543681395271,5.1971748065668795
15773.0,635.6800000000001,10,311,2011,12,4,6,338,1,1.020008270206734,-1.1889976008482315
15774.0,270.8,25,87,2011,10,2,6,275,1,0.5656542868994692,-0.8853750870906184
15775.0,104.9,7,68,2011,4,8,4,98,0,-1.0781116414205287,0.17505623234667375
15776.0,241.62,18,138,2011,7,29,4,210,1,-0.8056124144357214,-0.17341073192520814
15777.0,1021.61,22,375,2010,12,13,0,347,3,1.9380520292546153,-1.408372147979771
15780.0,475.28000000000003,29,220,2010,12,17,4,351,3,1.8527961238876236,-1.5029840431509545
15781.0,333.56,21,178,2011,2,7,0,38,0,-1.5331229454011845,0.6319223484995781
15782.0,2593.94,44,863,2011,9,11,6,254,1,0.2779473954349374,-0.38597057994125133
15783.0,246.3,14,212,2011,11,29,1,333,1,0.15349631418034926,-0.8013757463335838
15785.0,2303.75,87,1594,2011,2,17,3,48,0,-1.498174140572604,1.03662882487206
15786.0,4834.2,280,3331,2011,8,17,2,229,1,0.3764846802815197,0.7103212770331147
15787.0,948.05,206,540,2011,10,9,6,282,1,0.6628845800307851,-0.4576199639636012
15789.0,351.3,25,438,2010,12,16,3,350,3,1.8736924260509296,-1.479163827282479
15790.0,220.85,35,114,2011,11,29,1,333,1,0.1694344175770816,-0.7812064137093812
15791.0,1604.44,76,730,2011,5,19,3,139,0,-0.9174601017776425,0.3777567940592616
15793.0,948.96,13,552,2011,3,16,2,75,0,-1.4510348720935518,0.5567345347665547
15795.0,610.01,42,581,2011,7,13,2,194,1,-0.3846479592198833,-0.11953793680434179
15796.0,2666.61,135,859,2011,2,10,3,41,0,-1.3198647933476502,1.0077983466445706
15797.0,2207.4,8,873,2011,1,24,0,24,0,-2.065535064085423,1.0934299310071147
15799.0,884.14,98,955,2011,1,9,6,9,0,-1.6231255936482913,0.951988766850855
15800.0,699.08,119,335,2011,4,7,3,97,0,-0.897720685905042,0.436009986721335
15801.0,1042.19,69,562,2011,8,22,0,234,1,-0.3137019984828123,-0.12964215793291012
15802.0,-451.42,3,-1,2011,7,20,2,201,1,-0.6665607110505604,-0.27650011637945077
15803.0,415.82000000000005,8,290,2011,10,19,2,292,1,0.14804697942485676,-0.6984462159822192
15804.0,3848.55,274,2515,2011,5,25,2,145,0,-0.6384507196113726,1.1045286012277307
15805.0,5452.17,307,3337,2010,12,10,4,344,3,2.71638695538879,-0.412066170604569
15806.0,784.58,31,602,2011,3,8,1,67,0,-1.2583544087164071,0.5501156488668145
15807.0,903.9,48,430,2011,9,23,4,266,1,-0.09864586768417309,-0.4300738147786666
15808.0,3724.77,210,1341,2010,12,5,6,339,3,2.539782418202468,-0.9820637443143312
15809.0,399.21,43,251,2011,2,10,3,41,0,-1.5479704487868826,0.6410504053275746
15810.0,1145.43,112,737,2011,2,16,2,47,0,-1.5551773780741673,0.9124749663261265
15811.0,2171.32,139,1061,2010,12,9,3,343,3,2.2704128213872417,-1.148353865582539
15812.0,1801.14,41,922,2011,1,26,2,26,0,-2.07191327781107,1.0988993062835901
15813.0,1303.9099999999999,40,603,2011,4,14,3,104,0,-1.1051445204577028,0.42502741070726435
15814.0,1842.73,74,1247,2011,10,20,3,293,1,0.32316626159884443,-0.4005453876482309
15815.0,2100.6,49,1856,2011,3,25,4,84,0,-1.4721688132412383,0.8595763923256398
15819.0,1905.45,123,1357,2011,3,8,1,67,0,-1.0636224350569639,0.8583012179830998
15820.0,206.98,17,128,2011,1,24,0,24,0,-2.180164408721751,0.8884835491737194
15821.0,570.96,62,202,2011,10,9,6,282,1,0.46585535877607287,-0.7504019686192195
15822.0,885.47,33,375,2010,12,15,2,349,3,1.9140739885938318,-1.4256743657649966
15823.0,-840.76,17,-283,2010,12,2,3,336,3,2.091994868649662,-1.7409153432069162
15825.0,532.94,20,220,2011,6,20,0,171,0,-0.8526136891903515,0.04915513391877795
15826.0,1649.3600000000001,69,962,2011,5,13,4,133,0,-0.7637996159441421,0.3408341478206049
15827.0,1641.48,134,842,2010,12,2,3,336,3,2.390325072308074,-1.25990587873421
15829.0,636.14,51,996,2011,7,22,4,203,1,-0.5371616060576452,-0.037765478111164846
15830.0,547.7,41,409,2011,11,2,2,306,1,0.8321726395030475,-0.9006023600290223
15831.0,747.76,69,1097,2011,1,19,2,19,0,-1.9087947404182908,1.0511421538774193
15832.0,836.79,54,465,2011,3,30,2,89,0,-1.735222042766272,0.690230139777323
15834.0,2084.9,276,961,2010,12,2,3,336,3,2.5730949852084155,-0.9915081210546449
15835.0,954.09,50,439,2011,1,13,3,13,0,-1.8214647183216552,0.9018382616349262
15836.0,117.47,12,24,2011,10,20,3,293,1,0.10808195128409692,-0.7557761469840992
15837.0,391.98,24,189,2011,10,6,3,279,1,0.46259475623297,-0.7853790068538995
15838.0,33350.76,169,9007,2010,12,2,3,336,3,4.163561826529255,1.8446180867982007
15839.0,1020.74,65,670,2011,7,14,3,195,1,-0.3532284822724677,-0.058404007106386185
15840.0,345.66,28,394,2011,6,20,0,171,0,-0.8392039770347387,0.06980542935944742
15841.0,1209.1,50,926,2011,1,5,2,5,0,-1.6040775531043974,0.9454508772470078
15843.0,118.95000000000002,8,27,2011,2,9,2,40,0,-1.5968058871928874,0.5537275129920208
15844.0,130.73999999999998,11,134,2011,10,24,0,297,1,0.0014942715357386172,-0.6619738710553695
15845.0,3650.87,140,1918,2011,1,6,3,6,0,-1.3617274145535454,1.3525473573969888
15847.0,389.27,22,449,2011,2,24,3,55,0,-1.8784813991891833,0.7162817709755446
15850.0,238.85,97,302,2011,6,24,4,175,1,-0.8346770385633144,0.1099173801056445
15852.0,160.71,22,48,2011,5,26,3,146,0,-1.2370961618549785,0.16006374173411572
15853.0,110.8,30,135,2011,10,19,2,292,1,0.15080305204771102,-0.7018215053365889
15854.0,2974.65,140,939,2010,12,13,0,347,3,2.180381249482863,-1.0263004551358308
15855.0,712.24,80,470,2011,3,21,0,80,0,-1.519559528442762,0.7065472376669614
15856.0,16173.67,653,10941,2010,12,9,3,343,3,4.02504089287562,1.746488011414105
15857.0,297.0,14,308,2011,11,21,0,325,1,0.33726428472722947,-0.8169561281280394
15858.0,1438.85,191,1167,2010,12,7,1,341,3,2.3389377026711275,-1.0761343060209976
15860.0,977.21,142,440,2010,12,6,0,340,3,2.234319658406665,-1.2564272716534748
15861.0,3000.36,547,2543,2011,3,17,3,76,0,-0.6624559959744839,1.7589320431883742
15862.0,832.88,147,585,2010,12,1,2,335,3,2.372904104880375,-1.3098657314062974
15863.0,68.84,18,19,2011,5,31,1,151,0,-1.375756498295049,0.21304106254122432
15864.0,1769.7800000000002,24,1044,2011,1,27,3,27,0,-2.099496104178305,1.071248741995496
15865.0,895.13,40,368,2011,5,10,1,130,0,-0.8172072428156615,0.21422695519600496
15866.0,230.53,45,126,2011,8,30,1,242,1,-0.575381258709151,-0.2421293736970365
15867.0,3797.79,463,2052,2010,12,5,6,339,3,2.8715495353712828,-0.49291447480632944
15869.0,149.64,15,175,2011,3,7,0,66,0,-1.3128276236867615,0.4457694185628298
15870.0,354.09000000000003,76,335,2011,11,7,0,311,1,0.7301497071668447,-0.7977554056126271
15872.0,360.93,128,212,2011,11,25,4,329,1,0.39808124599611067,-0.6946669444850643
15874.0,4330.67,137,2506,2011,2,28,0,59,0,-1.5789469513041288,1.4810925816313874
15877.0,440.78,131,246,2011,11,22,1,326,1,0.45335043320640733,-0.6420305928318072
15880.0,313.28000000000003,106,187,2010,12,5,6,339,3,2.2190601085339465,-1.5072339591499873
15881.0,438.24,32,199,2010,12,10,4,344,3,2.013289578550033,-1.5461534081286639
15882.0,495.36,24,266,2010,12,6,0,340,3,2.07319399869813,-1.4957301220931578
15883.0,396.48,49,223,2011,11,6,6,310,1,0.7608357443027733,-0.9711495212248874
15885.0,379.35,18,111,2011,2,3,3,34,0,-1.4259180238099325,0.54070349411735
15886.0,181.09,12,147,2011,10,10,0,283,1,0.3252390315315673,-0.7415941665707919
15888.0,141.27,14,60,2011,9,20,1,263,1,-0.1430821644740864,-0.5389867033070912
15889.0,446.87,93,215,2010,12,5,6,339,3,2.2114590168329493,-1.515753023942859
15891.0,524.52,62,442,2011,4,27,2,117,0,-1.4249472025109575,0.4885414435865646
15894.0,263.55,41,168,2010,12,5,6,339,3,2.1435145365951893,-1.6158229112527709
15895.0,179.17,11,94,2011,7,13,2,194,1,-0.4676914203650469,-0.2540781605887724
15897.0,222.05,24,261,2011,5,29,6,149,0,-1.2651012368307597,0.1535508599693709
15898.0,1384.68,87,568,2010,12,6,0,340,3,2.196861661261312,-1.3017739244289421
15899.0,56.25,4,39,2010,12,6,0,340,3,2.019339787250901,-1.5829858436866482
15900.0,351.11,51,221,2011,11,16,2,320,1,0.5035746899168759,-0.8336502467312127
15901.0,363.88,116,384,2011,7,8,4,189,1,-0.19570577851448234,-0.110244030205056
15903.0,5126.34,75,2409,2011,2,17,3,48,0,-1.3513200244822239,1.2993126171131535
15904.0,164.68,30,84,2011,12,1,3,335,1,1.0561859912403173,-1.17629418656958
15906.0,1521.79,151,538,2011,3,29,1,88,0,-1.5809940121241628,0.9107226030450039
15907.0,967.45,249,509,2011,5,13,4,133,0,-0.6189615631298503,0.5283051039358037
15909.0,191.94,7,98,2011,6,19,6,170,1,-0.8214142036684067,-0.1285326812997688
15910.0,1232.18,267,1015,2011,1,27,3,27,0,-1.8509200652732358,1.4177170356621234
15912.0,264.62,19,185,2011,4,20,2,110,0,-1.3397371255969035,0.3301171884371735
15916.0,1491.24,160,752,2010,12,8,2,342,3,2.2632893293881056,-1.183213459906307
15917.0,123.1,12,42,2011,4,6,2,96,0,-1.042468989962897,0.2069028095010972
15918.0,334.23,40,153,2011,3,13,6,72,0,-1.3728289073204623,0.41777995104669624
15919.0,639.89,143,545,2010,12,6,0,340,3,2.229710762119248,-1.264854168201784
15920.0,167.5,60,99,2011,7,8,4,189,1,-0.28438403039096777,-0.24533513677343155
15921.0,336.03000000000003,25,166,2011,6,20,0,171,0,-0.8580313748329479,0.03776538990213826
15922.0,363.6,12,136,2010,12,1,2,335,3,2.1750715503764235,-1.6074374246947412
15923.0,127.08,21,122,2010,12,2,3,336,3,2.1597173397358533,-1.623302225632394
15925.0,207.15,12,93,2011,5,29,6,149,0,-1.2901737970973153,0.11390177083274078
15930.0,426.63,21,139,2011,10,3,0,276,1,0.5039077863503144,-0.7550610428802652
15932.0,2461.85,119,2311,2011,2,23,2,54,0,-1.553400621822328,1.2375196337422465
15933.0,1107.46,74,885,2011,9,14,2,257,1,0.1592056841530251,-0.33948995269176346
15935.0,416.86,12,115,2011,4,12,1,102,0,-1.1709590695827021,0.2907431979008476
15937.0,145.35,7,73,2011,10,6,3,279,1,0.4266849442920736,-0.8421889356986448
15938.0,404.58,18,240,2011,1,20,3,20,0,-2.0509203610963413,0.8345567435207851
15939.0,6102.26,77,4725,2011,1,12,2,12,0,-1.2979071300190483,1.7985342521003373
15940.0,31.799999999999997,2,3,2011,2,1,1,32,0,-1.4328667208188548,0.505500801714544
15942.0,337.44,14,232,2011,7,29,4,210,1,-0.8002297638011288,-0.16243853966540425
15944.0,325.1,6,50,2011,3,8,1,67,0,-1.340102019571538,0.4156022792110616
15945.0,181.0,2,52,2010,12,9,3,343,3,1.9759976728689272,-1.615027148791553
15947.0,1708.24,29,898,2011,9,18,6,261,1,0.07030696618570793,-0.4211538991124233
15948.0,955.24,60,567,2011,10,27,3,300,1,0.06914749477097408,-0.517822538893762
15949.0,364.72,19,284,2011,9,29,3,272,1,-0.3052991836873645,-0.47284447349740905
15950.0,1705.26,103,722,2010,12,15,2,349,3,2.0459097624167195,-1.2199510853699096
15951.0,669.57,43,306,2011,2,27,6,58,0,-1.9006964439849288,0.7127604094517443
15952.0,806.57,91,399,2011,4,28,3,118,0,-1.4004386722444069,0.5352631418094924
15953.0,1634.53,103,885,2010,12,5,6,339,3,2.3117110744510145,-1.3431324355002603
15955.0,4389.81,185,2124,2010,12,2,3,336,3,2.6355483189367734,-0.8476385599270537
